pair_id,answer_letter,easy_qid,easy_pmax,easy_entropy,easy_correct,easy_question,hard_qid,hard_pmax,hard_entropy,hard_correct,hard_question
eh_B_001,B,sqa_test_9a2eea65cb48b8e7ce6532236545e7ce3d5d0d48762fc6aba5a53299f6915b86,0.9998125189430205,0.0018896512021840085,1,,sqa_test_dd388c56e185c6ad268fbd38f738e644b822e681774a880d58080fff224f3f7f,0.2930446000825993,1.3543465896665343,0,
eh_B_002,B,sqa_test_9d7286985a26c4ee2c1e1a3356b2deae6f41fe2d4246ac34be309c3e4ccac196,0.999769747255876,0.002231000553295425,1,,sqa_test_1cf225649b6fc038c2d9ed7d37f6db49934aca56f02077b84872977708d719a7,0.3398337962478558,1.2222202236785153,0,
eh_B_003,B,sqa_test_3ea2c8df4d7c23c93d3a51f3f1bff1e1732053ac36ded34ebd752442d3500859,0.999740667862359,0.0025527687163613864,0,,sqa_test_d468b8e53c9767113f8d9b13d431c2dfe3b838f6537d9ffc1d7ac77bb35c3099,0.347898818928185,1.2683991319539163,0,
eh_B_004,B,sqa_test_b2e4d52aabc99068fda7ffa2ce0b269f64ceb47e8df49464658cf7ea6b6dad0b,0.9997037052970894,0.002952065940487817,1,,sqa_test_802d05f1a8fdd57006b6f3dd247e44594cdc02675b2681d781abd86f5a9d225c,0.356252057939271,1.198963907035913,0,
eh_B_005,B,sqa_test_9a550b6b2ceb8121fefdfcf283345374867d0ae0a208301ce9974e84e5e29fd7,0.9990861415948795,0.008244077387644268,1,,sqa_test_5f3b1ae23c890f61ad7d53d2ea0c0a66ba7d7d1a644416323d14fa48bbfaa1e0,0.36275340295706376,1.2709583695896227,1,
eh_B_006,B,sqa_test_ab4f2e922d737a009e3368aceec4f64bf577c7a7335eb85c7e6dab7d680c11ba,0.9988205056743011,0.010134387020462406,0,,sqa_test_17f204584ddc1444ec81fe4914c3d0a519e179b2b1da59d8695078cfe9cf017e,0.3649485320848724,1.14944545819282,0,
eh_B_007,B,sqa_test_7b0976e6e5c0f1b1053eaba28118c1185b2b0a24580e2c46b55381bc51da1fcf,0.9980299023350312,0.01447454839141744,1,,sqa_test_f6c3ed9e5a3f5c596ada2e1faa2daeb0fdd5c62c7b0f27c734311ce89783af5c,0.3706570148516894,1.3333814017582932,1,
eh_B_008,B,sqa_test_f33713a693a1fef60e55b9183c07ef19c94f8380e65259f68ff1ab0090eea395,0.9940600092783607,0.040695583384261456,0,,sqa_test_d68460330174b468c3f3e0b1707b3254884d15f05a9e742a9e6624b87ed3a08f,0.3862069927661187,1.2016152951747052,1,
eh_B_009,B,sqa_test_323d9402aac5abb4ab45d7ae3b90c6fdc9b625de921d31f8fb2a493843a98fed,0.9926895627969305,0.050304191538840644,0,,sqa_test_8d403d9d5065b6ae35004b94db5bbf73961b3ccd6b3f4ddcf3608ab9f5e3ef69,0.3923644232304145,1.2035784518316899,1,
eh_B_010,B,sqa_test_c5543da22e1aa18bba61d0f46f29f2976fffbf5065275ac626d8993827bb61c9,0.9926540875097104,0.04885487136484317,0,,sqa_test_44b268cab25e5d3f36c47cc9e2d4faf464531eaea7bf113d441d1693205afa26,0.3984790116518244,1.1777321746240021,1,
eh_B_011,B,sqa_test_cdc5f3a246db12ad87ba6f87672c14f92a146a6be8533c0c26418ea7c080c6de,0.9911235568346579,0.058056066156139216,1,,sqa_test_15538d546d7e36a62e309334857fcff86ef517794614c4a27332091d494b8ec3,0.3985693477033377,1.1323135814366436,1,
eh_C_000,C,sqa_test_f1f3c119a9da65b89e0f90622a0773281b66371765ab3870773895b3700ad805,0.9991444522802094,0.007512616735015696,0,,sqa_test_e9214053cd06f06441ccc7786b7fcc0106d38abbbbf72b13d22862eb34b0414e,0.303724771764336,1.3667427785357962,0,
eh_C_001,C,sqa_test_acddb159d86f56aa594c5c78f8fa05ecf756694a2d1a867afd3bb2ee05592c3b,0.9987682989096328,0.009919430201865458,1,,sqa_test_e8cf783b83d3565c951e848a5831096ad0d08eb6d44a2aa5e9b190e9fd9aac4e,0.3308305138756423,1.3268910848225524,0,
eh_C_002,C,sqa_test_3d833902d38d649c1242056fbb6dcb8e0d9625880d8ecff7b676ff02d37481d7,0.9963609575091319,0.024888183790532297,0,,sqa_test_18b8b8ed2caa571b13c9e7f1327da5057e7dabb426ce097b606d3166ac05c761,0.3376019735287291,1.3585424357437268,0,
eh_C_003,C,sqa_test_d77d918f00f1969dc20786d109b29e16e42216f1acf6dd71c32dcfac120a7903,0.9889993071587904,0.07121643260729627,0,,sqa_test_c94b1a17b966eb719c053c8d2ec316d0744b11200381179543fe554abef3ed7e,0.34837766099344875,1.3335685022413715,0,
eh_C_004,C,sqa_test_81729dbbe1eeaa584e2894111ff27fa56abd30d18de4f671edce93d6d7ebca59,0.9770622483273828,0.12854743028956248,0,,sqa_test_c1bac6ec9239a39b8170cd5dcea113ec43bee6e4355f0c1b85721625c3404bf5,0.3572688018167105,1.3058348736628027,0,
eh_C_005,C,sqa_test_8e12cf0b4ea504403976485e99f13f469492029ac64dec21a92f2b014ba5e183,0.9741671636607209,0.13201392113122093,0,,sqa_test_aeebaaf2a3eae19f37b367c50e636730ea377389b76a0d67caa63630fca2196a,0.3602313806601369,1.3058055460962952,0,
eh_C_006,C,sqa_test_b7c32978e530c10fac3ff5638b8fbe446e94dc87e21c86b98dad0cd64ba44f05,0.9716458325203808,0.15110532032656718,0,,sqa_test_27c134ce9b858cc48817767324e69980242dfa1557f2326d0da1e1114c18b2ae,0.3634207454928554,1.307708370680206,1,
eh_C_007,C,sqa_test_1aecf58a502ecc6d38940533b62f419a813541ae136c3fa709e08d3786d82de5,0.9716207232440254,0.15127578792416535,1,,sqa_test_c643425978eb069860547da288afe52bbc70454a6caa4bbcfbbf9e159b3d8625,0.3746840624778727,1.1083925946590258,1,
eh_C_008,C,sqa_test_56f2e10a9f30c9860b70ac90165623e3fd6c692b283447086f11b82938ab3c9e,0.971543191544568,0.15477341238303857,0,,sqa_test_7028918e0b8d416776726dfe18f3eb6041c8cd533a3212880639129d29d9ea93,0.3759376241041498,1.3165113850728534,1,
eh_C_009,C,sqa_test_110f739da429f9568c2420d40b078c0cc571df2eccf431acd7faee8beb0776e6,0.9552383413046796,0.2294317044822433,0,,sqa_test_1c921e6a98fa31a8a63be79eb3fc873df634701c6bc787f314ad6ae7c3e848b9,0.3855678039788456,1.2739096792316413,0,
eh_C_010,C,sqa_test_6eb9b56e388fb52943c01ec6f846d4f258920d21301fdc065a006c728bbf64d8,0.9539568425924899,0.22524346521900965,0,,sqa_test_a8c30940e27f12f010545e675a16552aa9bcae078ae1ed7d050cc1edc7510b1c,0.3937772984500751,1.2113495399417236,0,
eh_C_011,C,sqa_test_1215fa2d1ee9186c75c96c26d6adc91f1eb4282d00d28092fdd2fa3d14ab9200,0.9483180641044433,0.2504201182760862,1,,sqa_test_28cbd1317841e2a14443359a117b343154b9735b3eac075af187bb39c426c338,0.39838185733853176,1.2826764192348798,0,
eh_C_012,C,sqa_test_819e4e2ae832d3da5dcb0d49c9cd63a4f9f8898ac7d5832f87db72165d74ed8e,0.9430046283109401,0.24370498794216247,1,,sqa_test_fc7f72691e42b39958d607e48b8b64a6a634592f5b020f6e330f8d469eb0d2fe,0.39840123406356337,1.3021427674810075,0,
eh_D_000,D,sqa_test_b8274beae45b137d1491858181ac5543f98f15968669a23e6960d257cdfee2a4,0.9983971714775756,0.01344030143834786,0,,sqa_test_176d27456f273f7d425ca2303859c1c5cbde35918e88d84cae85535e13e6ef22,0.31346063098958515,1.3202148046689168,0,
eh_D_001,D,sqa_test_7fa1372435a8eb85fefeb7a27539744b2bad7f14f36ca6623767c99ae38c1fae,0.9958945477024695,0.028558713022062737,0,,sqa_test_12c48ea9cf2ec0e183d874b9efae0c9e8f202faece7368fe65cebb7781334310,0.3505182636824903,1.2923989552968178,0,
eh_D_002,D,sqa_test_b5ae0cb7cfbf8fe70bef8e0cabc2b8f841567cda729b05a0680fe88c7df1dcd2,0.9951402049856534,0.03499808870561742,0,,sqa_test_26e8ad0f7720b08b86cb2d048a7fc1e47dde61694696a6e9cbbae88ac2ede4ae,0.35134549553957245,1.3582941085702438,0,
eh_D_003,D,sqa_test_6526110e8d3a228769cae71340edbc094c68d285a2a9628563474578db3cb995,0.9826311467280157,0.10578905388649215,0,,sqa_test_20289e6416d5e2dc2dbdf8f291b19af74f1b9e3da118cb9cb6135b91e890b1b0,0.3691270238224276,1.3141263234402212,1,
eh_D_004,D,sqa_test_32e1ad3ca1ec8303290351aca251a5db7b7e062ac9744c67153b9abdd827162b,0.9826248889756994,0.09773145483665617,1,,sqa_test_ce816448ba08818b81f73e32a2ed03fff1d31ed1e7f07199bd42129b64b25d59,0.38821766456420526,1.2176657866727698,0,
